PositionID,PositionTitle,PositionURI,Location,City,State,Country,Latitude,Longitude,Organization,Department,MinSalary,MaxSalary,SalaryInterval,JobCategory,JobGrade,Schedule,OfferingType,StartDate,EndDate,PublicationDate,CloseDate,TeleworkEligible,SecurityClearance,PromotionPotential,TravelCode,HiringPath,TotalOpenings,NormalisedSalary
DE-12731592-AF-25-044,TRAINING TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/837288400,"New Castle, Delaware","New Castle, Delaware",Delaware,United States,39.65977,-75.56394,Air National Guard Units,Department of the Air Force,67339.0,87539.0,PA,Education And Training Technician,GS,,,2025-05-20 08:25:10.767,2025-05-26 23:59:59.997,2025-05-20 08:25:10.767,2025-05-26 23:59:59.997,True,Secret,9,2,fed-excepted,1,67339.0
CBSV-12721455-25-AH,Diagnostic Radiologic Technologist,https://www.usajobs.gov:443/GetJob/ViewDetails/834859500,"Portland, Oregon","Portland, Oregon",Oregon,United States,45.511795,-122.67563,Veterans Health Administration,Department of Veterans Affairs,60229.0,107419.0,PA,Diagnostic Radiologic Technologist,GS,,,2025-04-07 14:41:43.840,2025-12-31 23:59:59.997,2025-04-07 14:41:43.840,2025-12-31 23:59:59.997,False,Not Required,8,0,fed-competitive,1,60229.0
DE-11748697-23-JDA,FINANCIAL TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/691858600,Multiple Locations,"Naval Station Complex, San Diego, California",California,United States,32.6757,-117.12442,Bureau of Naval Personnel,Department of the Navy,44959.0,66762.0,PA,Financial Clerical And Assistance,GS,,,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,True,Secret,None,0,public,Unknown,44959.0
CAZP-12593651-25-NP,Diag Rad Tech (Compt Tom),https://www.usajobs.gov:443/GetJob/ViewDetails/817167300,"Madison, Wisconsin","Madison, Wisconsin",Wisconsin,United States,43.072926,-89.38666,Veterans Health Administration,Department of Veterans Affairs,82712.0,107522.0,PA,Diagnostic Radiologic Technologist,GS,,,2024-10-29 00:00:00.000,2025-05-30 23:59:59.997,2024-10-29 00:00:00.000,2025-05-30 23:59:59.997,False,Other,None,0,public,3,82712.0
CBSS-12662642-25-JH,Health Technician (HIS),https://www.usajobs.gov:443/GetJob/ViewDetails/827739300,Multiple Locations,"Evansville, Indiana",Indiana,United States,37.97691,-87.564125,Veterans Health Administration,Department of Veterans Affairs,40332.0,58445.0,PA,Health Aid And Technician,GS,,,2025-01-13 00:00:00.000,2025-12-31 23:59:59.997,2025-01-13 00:00:00.000,2025-12-31 23:59:59.997,False,Other,6,1,fed-internal-search,6,40332.0
CBSU-12721839-25-KC,Diag Rad Tech (Compt Tom),https://www.usajobs.gov:443/GetJob/ViewDetails/835207300,"Fort Harrison, Montana","Fort Harrison, Montana",Montana,United States,46.6214,-112.102,Veterans Health Administration,Department of Veterans Affairs,71865.0,93423.0,PA,Diagnostic Radiologic Technologist,GS,,,2025-04-14 11:30:09.027,2025-09-30 23:59:59.997,2025-04-14 11:30:09.027,2025-09-30 23:59:59.997,False,Other,9,0,public,1,71865.0
CBSU-12721839-25-KC,Diag Rad Tech (Compt Tom),https://www.usajobs.gov:443/GetJob/ViewDetails/835207400,"Fort Harrison, Montana","Fort Harrison, Montana",Montana,United States,46.6214,-112.102,Veterans Health Administration,Department of Veterans Affairs,71865.0,93423.0,PA,Diagnostic Radiologic Technologist,GS,,,2025-04-14 00:00:00.000,2025-09-30 23:59:59.997,2025-04-14 00:00:00.000,2025-09-30 23:59:59.997,False,Other,9,0,public,1,71865.0
CBSU-12721840-25-KC,Diag Rad Tech (Compt Tom),https://www.usajobs.gov:443/GetJob/ViewDetails/835208000,"Fort Harrison, Montana","Fort Harrison, Montana",Montana,United States,46.6214,-112.102,Veterans Health Administration,Department of Veterans Affairs,71865.0,93423.0,PA,Diagnostic Radiologic Technologist,GS,,,2025-04-14 00:00:00.000,2025-09-30 23:59:59.997,2025-04-14 00:00:00.000,2025-09-30 23:59:59.997,False,Other,9,0,fed-competitive,1,71865.0
CBSW-12734530-25-MP,Dental Lab Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836889300,"McClellan, California","McClellan, California",California,United States,38.6631,-121.4011,Veterans Health Administration,Department of Veterans Affairs,56205.0,89924.0,PA,Dental Laboratory Aid And Technician,GS,,,2025-05-09 00:00:00.000,2025-05-23 23:59:59.997,2025-05-09 00:00:00.000,2025-05-23 23:59:59.997,False,Other,8,0,fed-transition,1,56205.0
CBTA-12737225-25-YG,Diag Rad Tech (Compt Tom),https://www.usajobs.gov:443/GetJob/ViewDetails/837212700,"Hampton, Virginia","Hampton, Virginia",Virginia,United States,37.027794,-76.34512,Veterans Health Administration,Department of Veterans Affairs,78203.0,101662.0,PA,Diagnostic Radiologic Technologist,GS,,,2025-05-19 08:45:25.450,2025-06-04 23:59:59.997,2025-05-19 08:45:25.450,2025-06-04 23:59:59.997,False,Not Required,9,0,fed-competitive,2,78203.0
HSJW257869083508HW,Medical Technologist,https://www.usajobs.gov:443/GetJob/ViewDetails/837236600,"Robins AFB, Georgia","Robins AFB, Georgia",Georgia,United States,32.64,-83.5919,Military Treatment Facilities under DHA,Department of Defense,40332.0,96116.0,PA,Clinical Laboratory Science,NH,,,2025-05-20 00:00:00.000,2025-06-03 23:59:59.997,2025-05-20 00:00:00.000,2025-06-03 23:59:59.997,False,Not Required,None,1,public,1,40332.0
73073,STRENGTH & COND TECH NF2*,https://www.usajobs.gov:443/GetJob/ViewDetails/837277200,"Marine Corps Air Station - Yuma, Arizona","Marine Corps Air Station - Yuma, Arizona",Arizona,United States,32.65283,-114.60147,U.S. Marine Corps,Department of the Navy,19.0,19.0,PH,Recreation Aid And Assistant,NF,,,2025-05-19 19:15:27.670,2025-05-26 23:59:59.997,2025-05-19 19:15:27.670,2025-05-26 23:59:59.997,False,Not Required,NA,2,public,1,39520.0
CAZM-12595897-25-MLD,Diagnostic Radiologic Technician - Radiologic Technology,https://www.usajobs.gov:443/GetJob/ViewDetails/816973800,Multiple Locations,"New Braunfels, Texas",Texas,United States,29.69887,-98.12094,Veterans Health Administration,Department of Veterans Affairs,51552.0,91935.0,PA,Diagnostic Radiologic Technologist,GS,,,2024-11-01 00:00:00.000,2025-10-31 23:59:59.997,2024-11-01 00:00:00.000,2025-10-31 23:59:59.997,False,Other,8,0,fed-competitive,2,51552.0
BRY-2025-0021,Medical Records Technician (Health Information Technician),https://www.usajobs.gov:443/GetJob/ViewDetails/836597700,"Bryan, Texas","Bryan, Texas",Texas,United States,30.6709,-96.3704,"Justice, Bureau of Prisons/Federal Prison System",Department of Justice,49739.0,65936.0,PA,Medical Records Technician,GL,,,2025-05-07 13:51:52.423,2025-05-21 23:59:59.997,2025-05-07 13:51:52.423,2025-05-21 23:59:59.997,False,Other,07,1,public,Unknown,49739.0
SHE-2025-0054,Special Investigative Services Technician (SIS Technician),https://www.usajobs.gov:443/GetJob/ViewDetails/836651700,"Sheridan, Oregon","Sheridan, Oregon",Oregon,United States,45.09657,-123.3954,"Justice, Bureau of Prisons/Federal Prison System",Department of Justice,63591.0,81481.0,PA,Compliance Inspection And Support,GL,,,2025-05-08 10:47:34.733,2025-05-30 23:59:59.997,2025-05-08 10:47:34.733,2025-05-30 23:59:59.997,False,Other,08,1,fed-internal-search,Unknown,63591.0
CBSV-12735711-25-SRL,Medical Records Technician- Health Information Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/837061300,"Boise, Idaho","Boise, Idaho",Idaho,United States,43.60698,-116.19341,Veterans Health Administration,Department of Veterans Affairs,36049.0,36049.0,PA,Medical Records Technician,GS,,,2025-05-15 10:24:59.273,2025-06-12 23:59:59.997,2025-05-15 10:24:59.273,2025-06-12 23:59:59.997,True,Other,7,0,fed-internal-search,1,36049.0
CBSU-12735634-25-EH,Medical Records Technician (Health Information Technician),https://www.usajobs.gov:443/GetJob/ViewDetails/837081800,"Muskogee, Oklahoma","Muskogee, Oklahoma",Oklahoma,United States,35.74812,-95.36917,Veterans Health Administration,Department of Veterans Affairs,36049.0,64952.0,PA,Medical Records Technician,GS,,,2025-05-15 00:00:00.000,2025-05-27 23:59:59.997,2025-05-15 00:00:00.000,2025-05-27 23:59:59.997,False,Not Required,7,0,fed-competitive,1,36049.0
CBSU-12735633-25-EH,Medical Records Technician (Health Information Technician),https://www.usajobs.gov:443/GetJob/ViewDetails/837082000,"Muskogee, Oklahoma","Muskogee, Oklahoma",Oklahoma,United States,35.74812,-95.36917,Veterans Health Administration,Department of Veterans Affairs,36049.0,64952.0,PA,Medical Records Technician,GS,,,2025-05-15 00:00:00.000,2025-05-27 23:59:59.997,2025-05-15 00:00:00.000,2025-05-27 23:59:59.997,False,Not Required,7,0,public,1,36049.0
CAZP-12621321-25-NP,Med Inst Tech (Diag Ultra,https://www.usajobs.gov:443/GetJob/ViewDetails/822269500,"Madison, Wisconsin","Madison, Wisconsin",Wisconsin,United States,43.072926,-89.38666,Veterans Health Administration,Department of Veterans Affairs,86754.0,112776.0,PA,Medical Instrument Technician,GS,,,2024-11-25 00:00:00.000,2025-05-30 23:59:59.997,2024-11-25 00:00:00.000,2025-05-30 23:59:59.997,False,Other,10,0,public,2,86754.0
CAZP-12682719-25-LW,Health Tech (Pedorthist),https://www.usajobs.gov:443/GetJob/ViewDetails/830366500,"Milwaukee, Wisconsin","Milwaukee, Wisconsin",Wisconsin,United States,43.04181,-87.906845,Veterans Health Administration,Department of Veterans Affairs,52248.0,67926.0,PA,Health Aid And Technician,GS,,,2025-02-04 00:00:00.000,2025-05-30 23:59:59.997,2025-02-04 00:00:00.000,2025-05-30 23:59:59.997,False,Other,None,0,public,1,52248.0
DE-12705279-25-ILR,ENGINEERING TECHICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/832893500,"Panama City Naval Surface Warfare Center, Florida","Panama City Naval Surface Warfare Center, Florida",Florida,United States,30.158813,-85.6602,Naval Facilities Engineering Systems Command,Department of the Navy,73939.0,96116.0,PA,Engineering Technical,GS,,,2025-02-28 00:00:00.000,2025-05-29 23:59:59.997,2025-02-28 00:00:00.000,2025-05-29 23:59:59.997,True,Secret,None,1,public,1,73939.0
ME-12683799-AR-25-021,ACCOUNTING TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/834816000,"Augusta, Maine","Augusta, Maine",Maine,United States,44.318,-69.7762,Army National Guard Units,Department of the Army,55328.0,71932.0,PA,Accounting Technician,GS,,,2025-04-07 00:00:00.000,2025-06-09 23:59:59.997,2025-04-07 00:00:00.000,2025-06-09 23:59:59.997,True,Secret,8,0,fed-internal-search,1,55328.0
HON-2025-0025,Psychology Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836718400,"Honolulu, Hawaii","Honolulu, Hawaii",Hawaii,United States,21.3047,-157.858,"Justice, Bureau of Prisons/Federal Prison System",Department of Justice,54759.0,74766.0,PA,Psychology Aid And Technician,GL,,,2025-05-09 09:39:31.343,2025-05-23 23:59:59.997,2025-05-09 09:39:31.343,2025-05-23 23:59:59.997,False,Other,07,1,public,Unknown,54759.0
CARZ-12734050-25-QSA,Orthopedic Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836733900,"Mather AFB, California","Mather AFB, California",California,United States,38.5554,-121.282,Veterans Health Administration,Department of Veterans Affairs,56205.0,73063.0,PA,Health Aid And Technician,GS,,,2025-05-10 00:00:00.000,2025-05-23 23:59:59.997,2025-05-10 00:00:00.000,2025-05-23 23:59:59.997,False,Not Required,None,0,public,1,56205.0
BIE-12722162-25-AY,Counseling Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836846400,"Browning, Montana","Browning, Montana",Montana,United States,48.55591,-113.01084,Bureau of Indian Education,Department of the Interior,21.9,31.12,PH,Education And Training Technician,CY,,,2025-05-14 00:00:00.000,2025-06-04 23:59:59.997,2025-05-14 00:00:00.000,2025-06-04 23:59:59.997,False,Not Required,2,1,native,1,45552.0
HSJA257995775795HW,Psychology Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836999000,"Fort Benning, Georgia","Fort Benning, Georgia",Georgia,United States,32.3575,-84.95623,Military Treatment Facilities under DHA,Department of Defense,47544.0,61805.0,PA,Psychology Aid And Technician,GS,,,2025-05-15 00:00:00.000,2025-05-22 23:59:59.997,2025-05-15 00:00:00.000,2025-05-22 23:59:59.997,False,Not Required,None,1,public,1,47544.0
ST-12735468-25-SAB,LEAD SUPPLY TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/837110800,"Lemoore Naval Air Station, California","Lemoore Naval Air Station, California",California,United States,36.333057,-119.95194,U.S. Pacific Fleet,Department of the Navy,55607.0,72295.0,PA,Supply Clerical And Technician,GS,,,2025-05-19 00:00:00.000,2025-05-28 23:59:59.997,2025-05-19 00:00:00.000,2025-05-28 23:59:59.997,True,Secret,None,1,fed-transition,1,55607.0
HSJT257738736335HW,Psychology Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/837156900,"Naval Medical Center, Portsmouth, Virginia","Naval Medical Center, Portsmouth, Virginia",Virginia,United States,36.844135,-76.30728,Military Treatment Facilities under DHA,Department of Defense,45628.0,59313.0,PA,Psychology Aid And Technician,GS,,,2025-05-19 00:00:00.000,2025-05-26 23:59:59.997,2025-05-19 00:00:00.000,2025-05-26 23:59:59.997,False,Secret,None,1,public,1,45628.0
BAS-2025-0033,Psychology Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/837237600,"Bastrop, Texas","Bastrop, Texas",Texas,United States,30.1106,-97.3194,"Justice, Bureau of Prisons/Federal Prison System",Department of Justice,53925.0,73628.0,PA,Psychology Aid And Technician,GL,,,2025-05-19 11:54:43.177,2025-06-03 23:59:59.997,2025-05-19 11:54:43.177,2025-06-03 23:59:59.997,False,Other,07,1,public,Unknown,53925.0
CBSU-12687167-25-JMW,Medical Instrument Technician-Polysomnography Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/830756700,"Helena, Montana","Helena, Montana",Montana,United States,46.58976,-112.0212,Veterans Health Administration,Department of Veterans Affairs,36825.0,84075.0,PA,Medical Instrument Technician,GS,,,2025-02-07 09:49:05.693,2025-06-27 23:59:59.997,2025-02-07 09:49:05.693,2025-06-27 23:59:59.997,False,Other,8,0,public,1,36825.0
CBSX-12734335-25-RCM,Medical Instrument Technician (Echocardiograph Technician),https://www.usajobs.gov:443/GetJob/ViewDetails/836811900,"Phoenix, Arizona","Phoenix, Arizona",Arizona,United States,33.44826,-112.075775,Veterans Health Administration,Department of Veterans Affairs,83872.0,109041.0,PA,Medical Instrument Technician,GS,,,2025-05-12 11:49:16.233,2025-05-27 23:59:59.997,2025-05-12 11:49:16.233,2025-05-27 23:59:59.997,False,Other,8,0,public,1,83872.0
VAR002693,Procurement Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/793627800,Anywhere in the U.S. (remote job),"Anywhere in the U.S. (remote job), United States",Unknown,United States,0.0,0.0,Library of Congress,Legislative Branch,45146.0,58686.0,PA,Procurement Clerical And Technician,GS,Flexitime-Compflex-Maxiflex.,,2024-05-30 00:00:00.000,2025-05-30 23:59:59.997,2024-05-30 00:00:00.000,2025-05-30 23:59:59.997,False,Not Required,05,0,fed-internal-search,Unknown,45146.0
DE-12523339-24-LH,ENGINEERING TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/805766600,"Pearl Harbor Naval Base, Oahu, Hawaii","Pearl Harbor Naval Base, Oahu, Hawaii",Hawaii,United States,21.381945,-157.9795,U.S. Pacific Fleet,Department of the Navy,36878.0,53635.0,PA,Engineering Technical,GS,,120 days,2024-09-03 00:00:00.000,2025-09-02 23:59:59.997,2024-09-03 00:00:00.000,2025-09-02 23:59:59.997,True,Secret,None,0,graduates,05,36878.0
AK-12527596-AF-24-203-A,ITSPEC (CUSTOMER SUPPORT),https://www.usajobs.gov:443/GetJob/ViewDetails/806611100,"Eielson AFB, Alaska","Eielson AFB, Alaska",Alaska,United States,64.67567,-147.05869,Air National Guard Units,Department of the Air Force,83138.0,120266.0,PA,Information Technology Management,GS,,Indefinite,2024-08-26 13:33:11.450,2025-08-25 23:59:59.997,2024-08-26 13:33:11.450,2025-08-25 23:59:59.997,True,Secret,11,1,fed-excepted,1,83138.0
WY-12548376-AF-24-124,ITSPEC (CUSTSPT),https://www.usajobs.gov:443/GetJob/ViewDetails/810088100,"Cheyenne, Wyoming","Cheyenne, Wyoming",Wyoming,United States,41.134815,-104.82155,Air National Guard Units,Department of the Air Force,67867.0,96887.0,PA,Information Technology Management,GS,,,2024-09-17 00:00:00.000,2025-09-16 23:59:59.997,2024-09-17 00:00:00.000,2025-09-16 23:59:59.997,True,Secret,11,1,nguard,6,67867.0
AFMC-DHA-ACWA-2210,IT SPECIALIST,https://www.usajobs.gov:443/GetJob/ViewDetails/811434300,Multiple Locations,"Eglin AFB, Florida",Florida,United States,30.4654,-86.5552,Air Force Materiel Command,Department of the Air Force,33878.0,54557.0,PA,Information Technology Management,GS,,,2024-09-24 00:00:00.000,2025-09-23 23:59:59.997,2024-09-24 00:00:00.000,2025-09-23 23:59:59.997,False,Other,7,1,public,Unknown,33878.0
ST-12569312-25-LH,ENGINEERING TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/812929400,"Bremerton, Washington","Bremerton, Washington",Washington,United States,47.565002,-122.6257,U.S. Pacific Fleet,Department of the Navy,97376.0,126585.0,PA,Engineering Technical,GS,,,2024-10-04 00:00:00.000,2025-06-30 23:59:59.997,2024-10-04 00:00:00.000,2025-06-30 23:59:59.997,True,Secret,None,1,fed-transition,01,97376.0
IMP-12610990-25-CJW,ENGINEERING TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/819280600,Multiple Locations,"Yuma, Arizona",Arizona,United States,32.68485,-114.62461,Naval Facilities Engineering Systems Command,Department of the Navy,74441.0,96770.0,PA,Engineering Technical,GS,,One Year,2024-11-20 00:00:00.000,2025-11-19 23:59:59.997,2024-11-20 00:00:00.000,2025-11-19 23:59:59.997,False,Secret,12,8,fed-transition,Few,74441.0
SDSE251417188338HDF,Electronics Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/826658700,Multiple Locations,"Fort Greely, Alaska",Alaska,United States,63.9552,-145.7422,U.S. Army Test and Evaluation Command,Department of the Army,46148.0,156755.0,PA,Electronics Technical,GS,,,2025-01-01 00:00:00.000,2025-12-31 23:59:59.997,2025-01-01 00:00:00.000,2025-12-31 23:59:59.997,True,Secret,13,2,public,MANY,46148.0
DE-12664710-25-CLS,IT SPECIALIST (APPSW),https://www.usajobs.gov:443/GetJob/ViewDetails/827501800,"Naval Air Station Pensacola, Florida","Naval Air Station Pensacola, Florida",Florida,United States,30.355867,-87.2867,Naval Education and Training Command,Department of the Navy,88621.0,115213.0,PA,Information Technology Management,GS,,,2025-01-13 00:00:00.000,2025-07-14 23:59:59.997,2025-01-13 00:00:00.000,2025-07-14 23:59:59.997,True,Secret,12,1,public,MANY,88621.0
MCFU256008499483HWS,Engineering Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/828255200,"Fort Irwin, California","Fort Irwin, California",California,United States,35.1582,-116.7639,United States Army Installation Management Command,Department of the Army,71244.0,112053.0,PA,Engineering Technical,GS,,,2025-01-17 00:00:00.000,2025-07-16 23:59:59.997,2025-01-17 00:00:00.000,2025-07-16 23:59:59.997,False,Not Required,11,0,public,1,71244.0
AF-FY25-NH-22XX-SPLASH,Information Technology,https://www.usajobs.gov:443/GetJob/ViewDetails/828872400,Location Negotiable After Selection,"Salt Lake City, Utah",Utah,United States,40.75952,-111.88823,Department of the Air Force - Agency Wide,Department of the Air Force,22360.0,162672.0,PA,Information Technology Management,NH,,,2025-01-21 00:00:00.000,2026-01-20 23:59:59.997,2025-01-21 00:00:00.000,2026-01-20 23:59:59.997,False,Not Required,None,0,public,Many,22360.0
AF-FY25-GS-2210-SPLASH,Information Technology,https://www.usajobs.gov:443/GetJob/ViewDetails/828878600,Location Negotiable After Selection,"Salt Lake City, Utah",Utah,United States,40.75952,-111.88823,Department of the Air Force - Agency Wide,Department of the Air Force,22360.0,162672.0,PA,Information Technology Management,GS,,,2025-01-21 00:00:00.000,2026-01-20 23:59:59.997,2025-01-21 00:00:00.000,2026-01-20 23:59:59.997,False,Not Required,None,0,public,Many,22360.0
GA-12694707-AF-25-115,IT SPEC (CUSTSPT) - TITLE 32,https://www.usajobs.gov:443/GetJob/ViewDetails/832166600,"Robins AFB, Georgia","Robins AFB, Georgia",Georgia,United States,32.64,-83.5919,Air National Guard Units,Department of the Air Force,73939.0,96116.0,PA,Information Technology Management,GS,,,2025-02-26 00:00:00.000,2025-12-31 23:59:59.997,2025-02-26 00:00:00.000,2025-12-31 23:59:59.997,False,Top Secret,None,1,nguard,1,73939.0
25-02,Audio Visual Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/833012200,"New York, New York","New York, New York",New York,United States,40.7146,-74.0071,U.S. Courts,Judicial Branch,63447.0,113305.0,PA,Audiovisual Production,CL,,At-Will,2025-02-26 00:00:00.000,2025-05-26 23:59:59.997,2025-02-26 00:00:00.000,2025-05-26 23:59:59.997,False,Not Required,27,5,public,1,63447.0
AZ-12705491-25-SW-25-058T,TRAINING TECHNICIAN T32,https://www.usajobs.gov:443/GetJob/ViewDetails/833081900,"Phoenix, Arizona","Phoenix, Arizona",Arizona,United States,33.44826,-112.075775,Army National Guard Units,Department of the Army,52260.0,67943.0,PA,Education And Training Technician,GS,,,2025-03-03 00:00:00.000,2025-05-28 23:59:59.997,2025-03-03 00:00:00.000,2025-05-28 23:59:59.997,False,Not Required,7,0,fed-excepted,1,52260.0
O3NAFEW-25-12722742,Library Technician NF-02,https://www.usajobs.gov:443/GetJob/ViewDetails/835028800,"Fort Shafter, Hawaii","Fort Shafter, Hawaii",Hawaii,United States,21.35,-157.89,Army Installation Management Command,Department of the Army,17.89,17.89,PH,Library Technician,NF,"This is a Flexible position, schedule 0-40 hrs per week.","This is a Flexible position, not eligible for benefits.",2025-04-09 17:24:52.397,2025-06-10 23:59:59.997,2025-04-09 17:24:52.397,2025-06-10 23:59:59.997,False,Not Required,None,0,public,1,37211.200000000004
WA-12726731-AF-25-0128,IT SPEC (SYSANALYSIS),https://www.usajobs.gov:443/GetJob/ViewDetails/835382400,"McChord AFB, Washington","McChord AFB, Washington",Washington,United States,47.128696,-122.50157,Air National Guard Units,Department of the Air Force,83104.0,108029.0,PA,Information Technology Management,GS,,,2025-04-16 14:40:23.273,2025-06-16 23:59:59.997,2025-04-16 14:40:23.273,2025-06-16 23:59:59.997,False,Top Secret,None,1,nguard,1,83104.0
O2NAFBN-25-12726829,Library Technician NF-03,https://www.usajobs.gov:443/GetJob/ViewDetails/835460400,"Fort Drum, New York","Fort Drum, New York",New York,United States,44.05509,-75.72552,Army Installation Management Command,Department of the Army,42090.0,44000.0,PA,Library Technician,NF,40 hours per week,Regular,2025-04-17 00:00:00.000,2025-07-17 23:59:59.997,2025-04-17 00:00:00.000,2025-07-17 23:59:59.997,False,Not Required,None,0,public,Few,42090.0
25-12723149,Engineering Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/835785500,"Millington, Tennessee","Millington, Tennessee",Tennessee,United States,35.34214,-89.90249,"Commander, Navy Installations",Department of the Navy,75000.0,90000.0,PA,Engineering Technical,NF,,,2025-04-23 16:47:57.180,2025-05-23 23:59:59.997,2025-04-23 16:47:57.180,2025-05-23 23:59:59.997,True,Other,None,2,public,1,75000.0
BRO-2025-0034,Engineering Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836527500,"Kings, New York","Kings, New York",New York,United States,40.652878,-73.959496,"Justice, Bureau of Prisons/Federal Prison System",Department of Justice,87133.0,113268.0,PA,Engineering Technical,GS,,,2025-05-06 15:03:28.467,2025-05-20 23:59:59.997,2025-05-06 15:03:28.467,2025-05-20 23:59:59.997,False,Other,11,1,public,Unknown,87133.0
SPG-2025-0063,Electronics Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836639400,"Springfield, Missouri","Springfield, Missouri",Missouri,United States,37.208977,-93.291565,"Justice, Bureau of Prisons/Federal Prison System",Department of Justice,73939.0,96116.0,PA,Electronics Technical,GS,,,2025-05-08 09:30:55.027,2025-05-22 23:59:59.997,2025-05-08 09:30:55.027,2025-05-22 23:59:59.997,False,Other,11,1,public,Unknown,73939.0
req613,IT Auditor - OIG,https://www.usajobs.gov:443/GetJob/ViewDetails/836681300,"Washington DC, District of Columbia","Washington DC, District of Columbia",District of Columbia,United States,38.913074,-77.0181,U.S. Capitol Police,Legislative Branch,127402.0,182378.0,PA,Auditing,CP,,,2025-05-08 15:00:59.090,2025-05-29 23:59:59.997,2025-05-08 15:00:59.090,2025-05-29 23:59:59.997,True,Sensitive Compartmented Information,11,1,public,1,127402.0
CBTA-12733972-25-NRF,Electronics Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836738600,"Garner, North Carolina","Garner, North Carolina",North Carolina,United States,35.70561,-78.62138,Veterans Health Administration,Department of Veterans Affairs,77210.0,100369.0,PA,Electronics Technical,GS,,,2025-05-09 00:00:00.000,2025-05-23 23:59:59.997,2025-05-09 00:00:00.000,2025-05-23 23:59:59.997,False,Not Required,None,2,fed-internal-search,1,77210.0
O3NAFDU-25-12735208,Library Technician NF-02,https://www.usajobs.gov:443/GetJob/ViewDetails/836813900,"Fort Jackson, South Carolina","Fort Jackson, South Carolina",South Carolina,United States,34.0411,-80.833,Army Installation Management Command,Department of the Army,15.0,18.33,PH,Library Technician,NF,0-40 hours per week,,2025-05-12 12:04:39.927,2025-05-28 23:59:59.997,2025-05-12 12:04:39.927,2025-05-28 23:59:59.997,False,Not Required,None,0,public,1,31200.0
CBTC-12735198-25-JEM,Lead Medical Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836825300,"Miami, Florida","Miami, Florida",Florida,United States,25.728985,-80.23742,Veterans Health Administration,Department of Veterans Affairs,47882.0,62244.0,PA,Medical Technician,GS,,,2025-05-13 00:00:00.000,2025-05-21 23:59:59.997,2025-05-13 00:00:00.000,2025-05-21 23:59:59.997,False,Other,None,0,fed-transition,1,47882.0
CBTA-12734603-25-NFG,Med Rec Tech (Coder Outpat),https://www.usajobs.gov:443/GetJob/ViewDetails/836826600,"Fredericksburg, Virginia","Fredericksburg, Virginia",Virginia,United States,38.30089,-77.459145,Veterans Health Administration,Department of Veterans Affairs,63307.0,82305.0,PA,Medical Records Technician,GS,,,2025-05-12 14:06:24.637,2025-05-20 23:59:59.997,2025-05-12 14:06:24.637,2025-05-20 23:59:59.997,False,Other,8,0,fed-excepted,4,63307.0
AAC-ATO-25-AJWL500-95050,Engineering Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836899400,"Oklahoma City, Oklahoma","Oklahoma City, Oklahoma",Oklahoma,United States,35.472004,-97.52033,Federal Aviation Administration,Department of Transportation,74533.0,115534.0,PA,Engineering Technical,FV,,,2025-05-14 00:00:00.000,2025-05-28 23:59:59.997,2025-05-14 00:00:00.000,2025-05-28 23:59:59.997,True,Other,NA,7,fed-internal-search,1,74533.0
O3NAFEA-25-12735994,Library Technician NF-02,https://www.usajobs.gov:443/GetJob/ViewDetails/836926500,"Fort Benning, Georgia","Fort Benning, Georgia",Georgia,United States,32.3575,-84.95623,Army Installation Management Command,Department of the Army,16.0,17.0,PH,Library Technician,NF,Hours vary between 0-40 hours per week.,,2025-05-13 15:46:27.093,2025-05-30 23:59:59.997,2025-05-13 15:46:27.093,2025-05-30 23:59:59.997,False,Not Required,None,0,public,Unknown,33280.0
